"";"p_sr";"p_mr";"p_pr"
"2654";17464,1140411105;12731,5174639607;16621,4935838464
"2655";16459,8717911003;9316,58649008162;15689,7996216694
"2656";13781,8924577399;19321,1515425844;13653,9636075365
"2657";21592,6655133744;23067,6069858065;21291,8690083808
"2658";22577,8717936233;16808,1520650797;22582,9820558043
"2659";16013,5419022069;9746,20394213963;15304,088695771
"2660";24940,139680075;19989,6097727744;25911,598978832
"2661";13439,3342680142;12395,5867758542;13443,7497921225
"2662";18578,633248419;22656,7451429116;17754,4490119475
"2663";12108,1553743896;8119,82217048854;12742,235247892
"2664";13223,9800966231;41707,920907232;13317,7169590854
"2665";12108,1553743896;16064,3621752402;12742,235247892
"2666";18906,0385384167;62142,1929577487;18106,186530017
"2667";21592,6655133744;21297,5687222714;21291,8690083808
"2668";19645,551373077;7030,37806623895;18930,9823918416
"2669";17687,2789855572;13661,3379719993;16840,1977815795
"2670";17129,3666244404;26404,7132916376;16301,2942617868
"2671";14339,8048188566;20052,9957154356;14021,505539342
"2672";16013,5419022069;10465,2168095885;15304,088695771
"2673";19361,0160689074;22639,2395326924;18608,7340811599
"2674";19361,0160689074;13882,8422558904;18608,7340811599
"2675";18803,1037077907;9167,30737563036;17994,6991251774
"2676";19684,1923832079;60629,2216899591;18975,2103070569
"2677";17687,2789855572;14138,6915182397;16840,1977815795
"2678";52835,7577359126;67654,032137881;70297,1529292375
"2679";16236,7068466536;11900,1940733921;15494,7156007886
"2680";21592,6655133744;16565,5863196943;21291,8690083808
"2681";17212,2500848079;32005,1808494059;16379,6899514821
"2682";16348,289318877;5041,45503625646;15591,7035974818
"2683";17129,3666244404;22648,3295616712;16301,2942617868
"2684";16013,5419022069;-2016,24351514783;15304,088695771
"2685";12889,2326799531;10735,0872788215;13131,315782532
"2686";14339,8048188566;28893,1323620062;14021,505539342
"2687";21981,7647522645;21207,4139476074;21794,4387106416
"2688";30519,2632912425;23268,1965989629;34781,1243891618
"2689";17129,3666244404;27399,1663881755;16301,2942617868
"2690";18503,7390930626;8745,57433511037;17675,1726279249
"2691";10434,4182910394;9802,70770894364;12133,2631540446
"2692";19361,0160689074;9755,39097760525;18608,7340811599
"2693";16385,1115347107;10257,7471395852;15623,9530994119
"2694";17129,3666244404;13783,364249981;16301,2942617868
"2695";17129,3666244404;10320,8683826495;16301,2942617868
"2696";14897,7171799734;1316,29309631791;14419,5613205905
"2697";17687,2789855572;5627,98626440577;16840,1977815795
"2698";18914,686180014;4644,2455192171;18115,5901320069
"2699";25721,2169856384;16425,7996784383;27076,8956555731
"2700";20675,4575916985;37353,6838883311;20146,8328893144
"2701";19361,0160689074;26802,7775159385;18608,7340811599
"2702";36693,4897015188;53111,5564392442;45479,6680429489
"2703";13457,8458001561;10905,1285868101;13454,8050008751
"2704";16459,8717911003;5153,78844159842;15689,7996216694
"2705";11550,2430132729;11238,8081449149;12504,5630529724
"2706";22708,4902356079;23006,5939890891;22758,6934592063
"2707";13781,8924577399;11409,3249791833;13653,9636075365
"2708";18803,1037077907;28647,9259390235;17994,6991251774
"2709";19361,0160689074;27744,2667443519;18608,7340811599
"2710";21592,6655133744;12186,0793894548;21291,8690083808
"2711";12666,0677355064;17721,7145299083;13013,5470279001
"2712";13223,9800966231;2567,64715454169;13317,7169590854
"2713";13781,8924577399;2906,16631135065;13653,9636075365
"2714";22210,3526048612;12409,4216815755;22094,1982693921
"2715";11550,2430132729;12265,9607470678;12504,5630529724
"2716";24940,139680075;16304,8686991166;25911,598978832
"2717";18245,1913466739;9460,99451812636;17404,9265473468
"2718";14897,7171799734;28713,5745319296;14419,5613205905
"2719";12442,9027910597;6591,46438547783;12901,0355774566
"2720";14897,7171799734;16177,7247565584;14419,5613205905
"2721";17464,1140411105;18485,6585026868;16621,4935838464
"2722";22262,1603467145;13786,6121932594;22162,5932729132
"2723";24716,9747356283;24228,8394294344;25584,2032769678
"2724";19918,9284300242;22451,8189766798;19246,2499813828
"2725";16013,5419022069;-1576,27699148655;15304,088695771
"2726";14562,9697633033;9570,40192797314;14177,1099502073
"2727";17798,8614577805;28058,6979445023;16951,1025209401
"2728";21592,6655133744;14293,125099848;21291,8690083808
"2729";18022,0264022272;24146,1068778876;17175,9860232932
"2730";19361,0160689074;27508,4878305681;18608,7340811599
"2731";34143,9417936875;49272,1086890353;41013,2245066799
"2732";14897,7171799734;6156,99785981886;14419,5613205905
"2733";19361,0160689074;10537,2265029047;18608,7340811599
"2734";18245,1913466739;10405,8186351573;17404,9265473468
"2735";22708,4902356079;12676,7096524015;22758,6934592063
"2736";24940,139680075;12407,9325864119;25911,598978832
"2737";17017,7841522171;9061,26079288684;16196,6813535294
"2738";11550,2430132729;-1656,09459891822;12504,5630529724
"2739";17129,3666244404;23557,5044728164;16301,2942617868
"2740";17129,3666244404;3182,22802757286;16301,2942617868
"2741";19918,9284300242;13406,4995488757;19246,2499813828
"2742";13781,8924577399;18462,9607304363;13653,9636075365
"2743";15455,6295410901;10820,7186819781;14847,3495173706
"2744";16571,4542633237;9899,89950212557;15788,9974218802
"2745";78475,5496620988;80114,226248418;61809,1687868378
"2746";19361,0160689074;14125,8269521836;18608,7340811599
"2747";20030,5109022475;19300,235796662;19376,5021085521
"2748";17129,3666244404;21862,4630726594;16301,2942617868
"2749";17129,3666244404;9202,98012232501;16301,2942617868
"2750";16013,5419022069;13936,5973591032;15304,088695771
"2751";14228,2223466333;3177,53084366862;13945,5310391403
"2752";22708,4902356079;14242,1476832032;22758,6934592063
"2753";17129,3666244404;24971,8045111224;16301,2942617868
"2754";15120,8821244201;30402,1649126625;14587,1524697378
"2755";19361,0160689074;25304,4601074504;18608,7340811599
"2756";21592,6655133744;19283,8820648119;21291,8690083808
"2757";16013,5419022069;12960,3498590114;15304,088695771
"2758";13726,1012216282;1548,7297718823;13618,9177612809
"2759";16961,9929161054;5494,37524347194;16144,7759531838
"2760";17129,3666244404;6929,33203272056;16301,2942617868
"2761";22708,4902356079;9615,58882483002;22758,6934592063
"2762";24940,139680075;16660,6622582246;25911,598978832
"2763";17687,2789855572;4930,43080382049;16840,1977815795
"2764";21592,6655133744;8006,49867675453;21291,8690083808
"2765";22763,946724303;8190,6598340096;22833,6070857429
"2766";20476,8407911409;25032,2905549575;19906,4653919349
"2767";25755,4170133749;16867,333054712;27128,5873106899
"2768";15840,4998042829;14853,891155174;15159,3763741139
"2769";17464,1140411105;6987,86740219872;16621,4935838464
"2770";16013,5419022069;15739,3554992201;15304,088695771
"2771";21592,6655133744;22442,1444329079;21291,8690083808
"2772";16013,5419022069;5854,42915840726;15304,088695771
"2773";18738,6090388456;1763,81996619515;17925,2663087369
"2774";19026,2686522374;13132,7823403897;18237,4453824912
"2775";19361,0160689074;24287,1012875075;18608,7340811599
"2776";29745,5281123513;61916,6341544716;33486,4505034507
"2777";18914,686180014;13329,4431607053;18115,5901320069
"2778";13000,8151521764;9681,13179104868;13192,1560202404
"2779";24819,943040996;15160,7323906245;25734,9490020516
"2780";19361,0160689074;22749,0025744522;18608,7340811599
"2781";13662,4992124609;57313,2618223326;13579,3482340913
"2782";18245,1913466739;28587,789335764;17404,9265473468
"2783";20811,588207811;18861,3679463034;20313,165326717
"2784";17352,5315688871;18918,4338747459;16513,7066284166
"2785";11215,4955966028;-5543,50875758473;12378,4318133704
"2786";18245,1913466739;10794,2154678172;17404,9265473468
"2787";16013,5419022069;9556,99607287347;15304,088695771
"2788";19361,0160689074;10553,210327724;18608,7340811599
"2789";12666,0677355064;10195,5414452655;13013,5470279001
"2790";38330,0363468771;19074,5070004864;48342,5994575999
"2791";24940,139680075;21822,0903748134;25911,598978832
"2792";13781,8924577399;-2863,47657417227;13653,9636075365
"2793";14897,7171799734;16127,4505564673;14419,5613205905
"2794";20755,7969716993;17792,9689210718;20244,841215487
"2795";22708,4902356079;18721,3976385146;22758,6934592063
"2796";15344,0470688668;120,2450888725;14759,4507935998
"2797";17129,3666244404;7658,27724759467;16301,2942617868
"2798";16013,5419022069;6550,79166189302;15304,088695771
"2799";13599,2096342158;53494,8655697275;13540,3789605108
"2800";24940,139680075;21367,7639839295;25911,598978832
"2801";13223,9800966231;3567,60455899406;13317,7169590854
"2802";17687,2789855572;12525,95250165;16840,1977815795
"2803";18579,938763344;5772,72051069979;17755,8348483679
"2804";17129,3666244404;2950,61901535653;16301,2942617868
"2805";19361,0160689074;11029,4298014408;18608,7340811599
"2806";20476,8407911409;25376,4646312166;19906,4653919349
"2807";19918,9284300242;10477,8827866912;19246,2499813828
"2808";16013,5419022069;4854,32808329351;15304,088695771
"2809";24015,5673152323;65434,0252303649;24572,0769469584
"2810";26055,9644023085;23245,9075370496;27585,1771050498
"2811";17129,3666244404;10386,1166485194;16301,2942617868
"2812";24047,4799022882;19337,4517570408;24617,5562300002
"2813";19361,0160689074;15392,3634819863;18608,7340811599
"2814";13223,9800966231;-4657,44960015267;13317,7169590854
"2815";15455,6295410901;18548,0474782577;14847,3495173706
"2816";14786,13470775;31747,6563468762;14337,5465652131
"2817";22033,4162786567;29059,6126822708;21861,8832368032
"2818";19584,1810133541;7440,21698472835;18860,9664882392
"2819";21592,6655133744;10350,5044576675;21291,8690083808
"2820";18245,1913466739;11513,7490465157;17404,9265473468
"2821";15678,7944855368;27544,8991561392;15026,6148312354
"2822";24940,139680075;17544,9565827614;25911,598978832
"2823";24940,139680075;24629,6126652677;25911,598978832
"2824";19361,0160689074;13425,238864514;18608,7340811599
"2825";20452,2703307573;21475,228428971;19876,9223999025
"2826";16906,2016799937;15350,6533335252;16093,1389639388
"2827";24940,139680075;17190,6834543012;25911,598978832
"2828";17240,9490966638;9007,24867479503;16406,9714372396
"2829";19695,7634855775;13315,0796932327;18988,4759197551
"2830";22736,3858536638;47365,2499020761;22796,3532094587
"2831";16013,5419022069;12888,9039204931;15304,088695771
"2832";15455,6295410901;6137,25910177268;14847,3495173706
"2833";20476,8407911409;7965,84208908677;19906,4653919349
"2834";18133,6088744506;8326,88681633677;17289,9522833431
"2835";14005,0574021866;4960,36416746676;13797,2687065552
"2836";17129,3666244404;3076,36030939594;16301,2942617868
"2837";18245,1913466739;14697,1265015444;17404,9265473468
"2838";16571,4542633237;17001,4461811837;15788,9974218802
"2839";25727,4879205774;20155,8498215303;27086,3697699416
"2840";16013,5419022069;6535,38191879541;15304,088695771
"2841";13781,8924577399;10511,08979523;13653,9636075365
"2842";17408,3228049988;13748,461022268;16567,4690263168
"2843";17129,3666244404;11706,7027924685;16301,2942617868
"2844";17687,2789855572;30631,9384962274;16840,1977815795
"2845";19249,4335966841;9068,62990481127;18484,023608539
"2846";17129,3666244404;13134,1175728859;16301,2942617868
"2847";14562,9697633033;2475,9787996402;14177,1099502073
"2848";17887,2013010397;20653,5104904817;17039,6343336156
"2849";14897,7171799734;3924,84265767317;14419,5613205905
"2850";17129,3666244404;13217,981103356;16301,2942617868
"2851";16571,4542633237;4336,20681762509;15788,9974218802
"2852";20476,8407911409;7727,58190303855;19906,4653919349
"2853";16571,4542633237;12626,985864684;15788,9974218802
"2854";23614,5399100616;24392,3930015042;24005,3431149884
"2855";17129,3666244404;17164,4972823532;16301,2942617868
"2856";18245,1913466739;26809,0733055575;17404,9265473468
"2857";13322,7529010352;13328,3479621625;13374,931662396
"2858";29297,1897389579;70301,8970371224;32743,9868873227
"2859";24940,139680075;21524,6771937748;25911,598978832
"2860";22798,5038159505;12199,2178000035;22880,382235883
"2861";32750,9127357095;22893,2707933988;38592,5583006863
"2862";28845,5262078922;29089,5220167125;32002,2627299615
"2863";24940,139680075;23029,7328417553;25911,598978832
"2864";19361,0160689074;25624,2794268131;18608,7340811599
"2865";19361,0160689074;7786,21691467892;18608,7340811599
"2866";24940,139680075;22315,4199527586;25911,598978832
"2867";22708,4902356079;21922,4046597341;22758,6934592063
"2868";19361,0160689074;8472,11869355012;18608,7340811599
"2869";13781,8924577399;6786,91501809191;13653,9636075365
"2870";16571,4542633237;17429,3965124842;15788,9974218802
"2871";22708,4902356079;18234,6782368906;22758,6934592063
"2872";16013,5419022069;11134,9687739667;15304,088695771
"2873";44560,3106329512;61030,9437757768;58829,7156479765
"2874";16013,5419022069;8490,21083404869;15304,088695771
"2875";16093,8812822077;25865,2058686391;15372,1977722887
"2876";19361,0160689074;20604,6868119892;18608,7340811599
"2877";19361,0160689074;9499,70167037006;18608,7340811599
"2878";24987,718446231;18401,906571256;25981,7256174856
"2879";12889,2326799531;1209,28100849874;13131,315782532
"2880";15790,3769577602;7915,53927741572;15117,9689183868
"2881";33923,6445187769;26998,1702036085;40628,9496200982
"2882";17129,3666244404;15595,0691087646;16301,2942617868
"2883";28622,3612634455;21722,2478183964;31638,2209830842
"2884";17129,3666244404;22560,3748066938;16301,2942617868
"2885";29027,4056376163;39512,6151877046;32300,1656761093
"2886";17129,3666244404;7904,43390948791;16301,2942617868
"2887";16906,2016799937;16499,8567073531;16093,1389639388
"2888";12108,1553743896;-4885,42707821354;12742,235247892
"2889";15120,8821244201;9471,44580931123;14587,1524697378
"2890";16683,036735547;4312,27132359147;15889,2907466429
"2891";13621,7604518522;11305,6143831499;13554,2176669095
"2892";14451,38729108;15514,6523715742;14098,7005935215
"2893";29068,6911523389;17807,0953510348;32367,9359276783
"2894";17687,2789855572;28110,6627360824;16840,1977815795
"2895";21592,6655133744;10610,7124831304;21291,8690083808
"2896";11864,9055849427;14535,5649632188;12634,4281268925
"2897";18245,1913466739;13308,2660105387;17404,9265473468
"2898";28594,4656453897;70390,4457301283;31592,8329669323
"2899";14005,0574021866;18831,3382907985;13797,2687065552
"2900";12666,0677355064;8798,82022098452;13013,5470279001
"2901";16013,5419022069;24032,361091421;15304,088695771
"2902";14652,235741082;3482,5574440239;14240,7075323719
"2903";63994,0049582477;55244,8358643716;77137,8485790547
"2904";16236,7068466536;-965,941365236416;15494,7156007886
"2905";14897,7171799734;10962,9177018488;14419,5613205905
"2906";20476,8407911409;15300,5175482472;19906,4653919349
"2907";19361,0160689074;15809,5158936577;18608,7340811599
"2908";18914,686180014;16327,3199403612;18115,5901320069
"2909";17129,3666244404;28982,659726087;16301,2942617868
"2910";18245,1913466739;31391,505368297;17404,9265473468
"2911";17073,5753883287;9538,78882614709;16248,8543835417
"2912";19361,0160689074;16723,5291638002;18608,7340811599
"2913";13781,8924577399;18148,9861775497;13653,9636075365
"2914";14897,7171799734;8443,90190460254;14419,5613205905
"2915";78475,5496620988;81895,8787730671;61809,1687868378
"2916";17129,3666244404;4283,88955275156;16301,2942617868
"2917";19890,7315392933;49468,7458200911;19213,4787362786
"2918";16013,5419022069;10290,0218528444;15304,088695771
"2919";14897,7171799734;39440,025209357;14419,5613205905
"2920";13781,8924577399;-3249,11666902993;13653,9636075365
"2921";19918,9284300242;8734,38244532794;19246,2499813828
"2922";21592,6655133744;21680,2157742055;21291,8690083808
"2923";19330,3085725516;15693,1649147598;18574,3198215642
"2924";19869,7205597737;61008,8225097815;19189,0969253293
"2925";13223,9800966231;1550,37131575774;13317,7169590854
"2926";30519,2632912425;22894,4169882014;34781,1243891618
"2927";27964,0246773278;18704,907607073;30574,2838490267
"2928";15187,273695393;45812,0789702227;14637,9215963159
"2929";11773,4079577196;22788,0956992125;12595,5451689593
"2930";19895,4961108573;61930,6721784743;19219,0121844364
"2931";16013,5419022069;3221,05520198867;15304,088695771
"2932";30519,2632912425;44039,1981692398;34781,1243891618
"2933";13558,7275132932;2521,27768576145;13515,6657538545
"2934";18559,865076591;31030,5616152659;17734,5410112076
"2935";19361,0160689074;13108,2383567728;18608,7340811599
"2936";27171,789124542;15726,7323517343;29315,1701804829
"2937";14339,8048188566;-2916,76632372476;14021,505539342
"2938";16236,7068466536;10885,2756424285;15494,7156007886
"2939";19361,0160689074;56057,3581731189;18608,7340811599
"2940";22708,4902356079;13282,0020388635;22758,6934592063
"2941";19137,8511244607;14759,9213011693;18360,258625159
"2942";19361,0160689074;4923,90112526529;18608,7340811599
"2943";25056,5648315928;17730,7563175159;26083,3994624168
"2944";21592,6655133744;13669,6569410833;21291,8690083808
"2945";16013,5419022069;3530,63317067456;15304,088695771
"2946";18803,1037077907;27653,8394445404;17994,6991251774
"2947";15455,6295410901;8037,96251464542;14847,3495173706
"2948";14451,38729108;7539,59073368926;14098,7005935215
"2949";22708,4902356079;23607,9849449042;22758,6934592063
"2950";16013,5419022069;6400,73745849915;15304,088695771
"2951";14923,3811485848;50164,9790873881;14438,5931672972
"2952";18245,1913466739;12927,1180715645;17404,9265473468
"2953";16571,4542633237;16745,0811020369;15788,9974218802
"2954";25819,0636555311;29063,964663933;27224,9312339501
"2955";15009,2996521967;18117,0535256611;14502,7653725892
"2956";14897,7171799734;10439,1609018967;14419,5613205905
"2957";16968,6878644388;37955,1132167783;16150,9904445228
"2958";78475,5496620988;75728,9493974205;61809,1687868378
"2959";16013,5419022069;24922,7241327893;15304,088695771
"2960";19137,8511244607;17064,5373546518;18360,258625159
"2961";13781,8924577399;8300,83594770543;13653,9636075365
"2962";13223,9800966231;37672,5425034566;13317,7169590854
"2963";27866,3342228962;25998,9495031033;30417,7315339088
"2964";14897,7171799734;948,160509496927;14419,5613205905
"2965";21592,6655133744;10972,7460104823;21291,8690083808
"2966";21592,6655133744;21169,1475719241;21291,8690083808
"2967";17129,3666244404;17129,3430270636;16301,2942617868
"2968";14116,6398744099;18928,8834610665;13870,7833443876
"2969";15481,2600349599;12988,3628688501;14867,7036320161
"2970";27369,1115684218;34723,7263135994;29626,5004661799
"2971";23824,3149578415;21466,8586174864;24300,6872731204
"2972";17129,3666244404;2216,320865619;16301,2942617868
"2973";17129,3666244404;18772,5459822305;16301,2942617868
"2974";16013,5419022069;9713,09663339145;15304,088695771
"2975";17129,3666244404;10347,9295565709;16301,2942617868
"2976";16571,4542633237;17718,2922564456;15788,9974218802
"2977";14897,7171799734;3621,34373055864;14419,5613205905
"2978";21034,7531522577;20691,0039497549;20588,5988789047
"2979";12889,2326799531;6976,51940847933;13131,315782532
"2980";19361,0160689074;13478,0400638198;18608,7340811599
"2981";24940,139680075;11097,9456641655;25911,598978832
"2982";19472,5985411308;7556,30396801792;18734,3837915504
"2983";19361,0160689074;17272,9948007911;18608,7340811599
"2984";24382,2273189582;19758,1935364064;25097,9191064572
"2985";18803,1037077907;25206,4113418907;17994,6991251774
"2986";24940,139680075;21879,4545174865;25911,598978832
"2987";21481,0830411511;14971,5662076212;21149,5615599128
"2988";21592,6655133744;22836,3678529365;21291,8690083808
"2989";13223,9800966231;-2388,0662244074;13317,7169590854
"2990";16571,4542633237;28953,4281273866;15788,9974218802
"2991";23648,8738367647;36028,2617969206;24053,5137047294
"2992";21592,6655133744;21713,1336044231;21291,8690083808
"2993";13781,8924577399;7370,74517549854;13653,9636075365
"2994";14897,7171799734;27507,8812333094;14419,5613205905
"2995";18803,1037077907;23758,1455077324;17994,6991251774
"2996";57474,2411062373;46703,3710461156;74636,0953685662
"2997";10713,3744715977;-604,165541660041;12212,8383693153
"2998";17687,2789855572;4868,09266973659;16840,1977815795
"2999";13223,9800966231;1346,63230967056;13317,7169590854
"3000";19361,0160689074;18494,921145454;18608,7340811599
"3001";24928,9814328526;30349,1828730134;25895,1692449164
"3002";17129,3666244404;29284,0966906939;16301,2942617868
"3003";22708,4902356079;22194,1238736277;22758,6934592063
"3004";15455,6295410901;20549,5307470867;14847,3495173706
"3005";36098,38690241;23903,031559865;44435,8764007583
"3006";15455,6295410901;4707,69088193122;14847,3495173706
"3007";19082,059888349;24522,5181090478;18298,7326455191
"3008";16013,5419022069;32044,5247335024;15304,088695771
"3009";12442,9027910597;2453,40631284378;12901,0355774566
"3010";17129,3666244404;17059,0816952232;16301,2942617868
"3011";23824,3149578415;27807,4735287512;24300,6872731204
"3012";15288,2558327551;29228,8864312312;14715,9376500235
"3013";15120,8821244201;4672,78732321505;14587,1524697378
"3014";14897,7171799734;4477,70957111381;14419,5613205905
"3015";16013,5419022069;3275,00123007409;15304,088695771
"3016";13781,8924577399;40423,3322025286;13653,9636075365
"3017";25430,0313661244;70511,1988215754;26639,0191212638
"3018";12108,1553743896;2707,36470806319;12742,235247892
"3019";16013,5419022069;5188,98467350192;15304,088695771
"3020";12666,0677355064;15306,3088338813;13013,5470279001
"3021";28287,6138467755;17593,6097980104;31095,3267338399
"3022";21592,6655133744;21595,3965633931;21291,8690083808
"3023";21592,6655133744;22862,3047693344;21291,8690083808
"3024";20220,2011050272;36395,8836218538;19599,9968449985
"3025";19361,0160689074;18933,0101015465;18608,7340811599
"3026";71897,759687986;64881,5381703852;72904,3605328458
"3027";17129,3666244404;26511,5544218533;16301,2942617868
"3028";14897,7171799734;3403,41264408641;14419,5613205905
"3029";23824,3149578415;20539,9583552834;24300,6872731204
"3030";13781,8924577399;-3657,97236729879;13653,9636075365
"3031";17129,3666244404;5262,30678276997;16301,2942617868
"3032";17129,3666244404;23564,2210139185;16301,2942617868
"3033";16013,5419022069;11029,5660432298;15304,088695771
"3034";14897,7171799734;-2871,32294017356;14419,5613205905
"3035";13781,8924577399;16123,6476457091;13653,9636075365
"3036";18803,1037077907;8439,49914376717;17994,6991251774
"3037";12666,0677355064;14995,0940188998;13013,5470279001
"3038";23824,3149578415;13109,6403817507;24300,6872731204
"3039";19996,3331910055;59092,8524972247;19336,5097929814
"3040";21592,6655133744;11889,0990628768;21291,8690083808
"3041";28475,5968377302;20477,1096616825;31399,7223435946
"3042";16906,2016799937;20607,5549622523;16093,1389639388
"3043";15563,7083236857;16604,0068234932;14933,5923501032
"3044";16013,5419022069;5998,14434952382;15304,088695771
"3045";14339,8048188566;2711,92734949943;14021,505539342
"3046";13223,9800966231;6467,08743574377;13317,7169590854
"3047";17142,0200767905;6133,09940703958;16313,2246691705
"3048";33866,737457943;22975,1803008262;40529,7601742967
"3049";17129,3666244404;21007,2483957708;16301,2942617868
"3050";15344,0470688668;14512,3609733386;14759,4507935998
"3051";22317,9515828262;24407,5964161791;22236,4343891793
"3052";19361,0160689074;21197,7522635544;18608,7340811599
"3053";17129,3666244404;5091,78729316313;16301,2942617868
"3054";16013,5419022069;11820,3177610356;15304,088695771
"3055";21146,335624481;16010,9509488028;20727,5869792846
"3056";14897,7171799734;10491,0743818264;14419,5613205905
"3057";16794,6192077704;21553,700049039;15990,6733444862
"3058";19361,0160689074;22937,4113328457;18608,7340811599
"3059";28287,6138467755;39495,4336731033;31095,3267338399
"3060";19918,9284300242;21667,2808707375;19246,2499813828
"3061";14339,8048188566;4237,23166200798;14021,505539342
"3062";13781,8924577399;3051,43722614832;13653,9636075365
"3063";17129,3666244404;-3827,22501632851;16301,2942617868
"3064";13926,9496716302;5064,45780029055;13746,545476603
"3065";14897,7171799734;19473,9222901529;14419,5613205905
"3066";10992,3306521561;5426,99524353445;12301,3118770528
"3067";78475,5496620988;74788,8250022838;61809,1687868378
"3068";19361,0160689074;10668,7956989268;18608,7340811599
"3069";17129,3666244404;25749,5756016076;16301,2942617868
"3070";16969,8483221499;8996,25243396778;16152,0680159618
"3071";19249,4335966841;12907,1602920052;18484,023608539
"3072";14897,7171799734;20685,1314322026;14419,5613205905
"3073";36098,38690241;31853,9153956017;44435,8764007583
"3074";16571,4542633237;6637,4219906982;15788,9974218802
"3075";20700,0057355876;11793,2055609766;20176,7323778517
"3076";34982,5621801765;23325,8621486546;42479,6166980844
"3077";23489,5675411714;20820,2306313673;23830,5683083637
"3078";21592,6655133744;21186,4387194728;21291,8690083808
"3079";13223,9800966231;14879,3867528187;13317,7169590854
"3080";12219,737846613;8211,4169466421;12793,8314429717
"3081";17862,97674632;20904,2433388522;17015,2932727946
"3082";21592,6655133744;12180,3668780392;21291,8690083808
"3083";21592,6655133744;23610,071693643;21291,8690083808
"3084";19361,0160689074;8796,10136290453;18608,7340811599
"3085";17798,8614577805;16066,5424902951;16951,1025209401
"3086";19388,9897946938;36011,4636315489;18640,1464906677
"3087";19182,4841133501;36902,7490260405;18409,6507597079
"3088";17129,3666244404;20394,1339131491;16301,2942617868
"3089";13781,8924577399;-4064,88743449189;13653,9636075365
"3090";15790,3769577602;5257,32169249561;15117,9689183868
"3091";18914,686180014;28727,1365715843;18115,5901320069
"3092";17129,3666244404;16956,8413489163;16301,2942617868
"3093";12442,9027910597;29183,0351947751;12901,0355774566
"3094";18245,1913466739;16345,3664039969;17404,9265473468
"3095";21034,7531522577;19858,5828509722;20588,5988789047
"3096";38857,9441812129;53575,3058276894;49261,3899497771
"3097";24940,139680075;16212,9007294886;25911,598978832
"3098";13223,9800966231;4519,86001111753;13317,7169590854
"3099";20476,8407911409;7787,81148214173;19906,4653919349
"3100";19361,0160689074;16743,4369205981;18608,7340811599
"3101";78475,5496620988;80979,4344911976;61809,1687868378
"3102";21346,9832260331;15278,7620216729;20979,6225436042
"3103";21592,6655133744;17453,3306750292;21291,8690083808
"3104";17798,8614577805;18068,9594721273;16951,1025209401
"3105";13893,4749299632;30837,6865798328;13724,9933771144
"3106";14228,2223466333;35292,9656187342;13945,5310391403
"3107";17464,1140411105;26558,1640228285;16621,4935838464
"3108";16013,5419022069;11605,1966236988;15304,088695771
"3109";13335,5625688465;427,059108672664;13382,4251572796
"3110";19361,0160689074;3482,60176151525;18608,7340811599
"3111";58414,8813470802;51131,4622521615;75278,4722319903
"3112";14339,8048188566;12304,7243538955;14021,505539342
"3113";18468,3562911206;21334,3769542286;17637,8740813305
"3114";29961,3509301257;24702,2745358078;33845,9429915338
"3115";17129,3666244404;8188,68124557287;16301,2942617868
"3116";66455,0233326171;68644,5986020369;76763,640845629
"3117";21592,6655133744;17505,4628461441;21291,8690083808
"3118";19503,8416333533;22114,2651089244;18769,7331704677
"3119";17129,3666244404;13847,446642777;16301,2942617868
"3120";21592,6655133744;5116,23458751384;21291,8690083808
"3121";22582,6921564233;23496,8287333678;22589,448114359
"3122";25721,2169856384;71099,601388447;27076,8956555731
"3123";34553,8065306583;23492,3704060148;41729,2855835
"3124";19973,9385888303;37496,1110744448;19310,3511935885
"3125";14005,0574021866;35953,0045336206;13797,2687065552
"3126";11103,9131243795;1882,28471849859;12339,170921889
"3127";78475,5496620988;82766,871777229;61809,1687868378
"3128";14897,7171799734;9048,75679716002;14419,5613205905
"3129";24051,4522382993;69156,2755213426;24623,2211642147
"3130";13223,9800966231;38763,7575479224;13317,7169590854
"3131";18245,1913466739;9018,78150636237;17404,9265473468
"3132";12666,0677355064;500,113559055142;13013,5470279001
"3133";12666,0677355064;7947,00781412609;13013,5470279001
"3134";18781,6798731238;59681,8589633005;17971,5989148918
"3135";19361,0160689074;9705,48258454725;18608,7340811599
"3136";22563,1094325481;43940,5212523649;22563,1885652485
"3137";16013,5419022069;5390,22556678392;15304,088695771
"3138";23963,7149403901;62155,1904262165;24498,2994690549
"3139";18133,6088744506;10625,2296377281;17289,9522833431
"3140";14116,6398744099;5424,11674257368;13870,7833443876
"3141";11103,9131243795;5148,68957269564;12339,170921889
"3142";30541,021873326;62875,1730792606;34817,7606260996
"3143";24940,139680075;20114,3333351491;25911,598978832
"3144";22708,4902356079;21704,8690414922;22758,6934592063
"3145";22150,5778744912;23979,2890451942;22015,4943464518
"3146";15120,8821244201;10177,2833936196;14587,1524697378
"3147";16571,4542633237;8968,95565084368;15788,9974218802
"3148";15920,9284502615;34198,8351693442;15226,2990158052
"3149";21684,0180833837;31074,5238353424;21408,9825634784
"3150";28845,5262078922;17126,5063714702;32002,2627299615
"3151";16571,4542633237;2856,60129722673;15788,9974218802
"3152";13781,8924577399;14682,6676291954;13653,9636075365
"3153";15455,6295410901;9234,71530519333;14847,3495173706
"3154";17129,3666244404;9588,98535178602;16301,2942617868
"3155";12108,1553743896;11809,1008356083;12742,235247892
"3156";18579,938763344;4587,174257759;17755,8348483679
"3157";26055,9644023085;19215,2101120148;27585,1771050498
